TABLE_SCHEMA,TABLE_NAME,TABLE_CATALOG,COLUMN_NAME,ENGINE_ATTRIBUTE,SECONDARY_ENGINE_ATTRIBUTE
information_schema,INNODB_SESSION_TEMP_TABLESPACES,def,PURPOSE,NULL,NULL
information_schema,INNODB_TABLES,def,TABLE_ID,NULL,NULL
information_schema,INNODB_TABLES,def,NAME,NULL,NULL
information_schema,INNODB_TABLES,def,FLAG,NULL,NULL
information_schema,INNODB_TABLES,def,N_COLS,NULL,NULL
information_schema,INNODB_TABLES,def,SPACE,NULL,NULL
information_schema,INNODB_TABLES,def,ROW_FORMAT,NULL,NULL
information_schema,INNODB_TABLES,def,ZIP_PAGE_SIZE,NULL,NULL
information_schema,INNODB_TABLES,def,SPACE_TYPE,NULL,NULL
information_schema,INNODB_TABLES,def,INSTANT_COLS,NULL,NULL
information_schema,INNODB_TABLESPACES,def,SPACE,NULL,NULL
information_schema,INNODB_TABLESPACES,def,NAME,NULL,NULL
information_schema,INNODB_TABLESPACES,def,FLAG,NULL,NULL
information_schema,INNODB_TABLESPACES,def,ROW_FORMAT,NULL,NULL
